text,label
Video shows a “massive rally in the UK for President Trump” after Election Day 2024.,false
"“Every single county in America, every single county, Kamala Harris did worse than Joe Biden did.”",false
"List shows 21 companies or celebrities, including Disney, Marvel and Warner Bros., that have “stopped posting on X.”",barely-true
Special Counsel “Jack Smith has been fired” as of Nov. 6.,false
“It was just Biden and Trump in 2020” general election ballots.,false
"""The Heritage Foundation is behind Project25. Their Director of Finance is David Green. Owner of Hobby Lobby.""",false
“Breaking News: ‘The Era of King Charles Has Ended’ – Buckingham Palace Raises the White Flag.”,pants-fire
Elon Musk and Vivek Ramaswamy are “part of the World Economic Forum.”,false
"“NATO Secretary General Mark Rutte says that ‘if Trump surrenders Ukraine to Putin, he will personally expel the United States from the alliance.’”",false
"“Beyoncé excludes red states from tour, ‘This isn’t my America.’”",false
"“Every state that does not require voter ID, Kamala won.”",false
"Kamala Harris’ campaign paid Oprah $1 million, Megan Thee Stallion $5 million, and Eminem $1.8 million.",barely-true
Video shows Marco Rubio “admitting the Trump Presidency will lean heavily into the Heritage Foundation’s Project 2025 plans.”,false
"Says Elon Musk said, “I am releasing $1,000 Tesla e-bike today!”",false
"“Elon Musk acepta pagar 3.000 millones de dólares para comprar CNN"".",false
"""BREAKING: Zillow CEO just said on CNBC Trump's deportation plan will help with housing affordability.”",false
“Elon Musk is taking sustainable technology to the next level with the Tesla Water Engine.”,false
“CBS (News) is reporting cheating in the election.”,false
"Image shows U.S. Health and Human Services secretaries in the Biden administration and the incoming Trump administration as of Nov. 11, 2024.",false
"“Taylor Swift Cancels Red State Shows After Massive Red Wave, ‘I Won’t Be Performing Here Anymore.’”",false
"""Arizona officials caught changing ballots, have been arrested.”",false
Vice President Kamala Harris “has cleared her Instagram account and cryptically posted 3 videos of a snake.”,false
“Paper ballots and hand counting never breaks down.”,false
Elon Musk’s Starlink technology manipulated votes in the 2024 election to benefit Donald Trump.,pants-fire
California Gov. Gavin Newsom “is considering plans to secede from the union.”,false
Inflation-adjusted weekly wages “are lower today than they were 50 years ago.”,false
“Abortion is never medically necessary in the last trimester. Literally never. They just do a C-section.”,false
“‘Elon Musk sorprende al mundo con la adquisición de Ford’”.,false
Donald Trump posted on Truth Social that Canada is “crumbling upon itself” because of Kendrick Lamar’s song “Not Like Us.”,false
"“Breaking: Quaker Oats bows to backlash, brings back Aunt Jemima.”",false
"“In Nevada, the GOP is succeeding in throwing out the votes of thousands of young people.”",barely-true
Actor Sydney Sweeney “says she voted for Donald Trump.”,false
"Says Elon Musk posted on X, “Allow me to remind everyone of the United States overstepping its bounds by helping to end apartheid in my home country.”",false
"“2,038 suicides have been reported (Nov. 6) following Donald Trump’s election win.”",false
“Nancy Pelosi stated today that if the Democrats get the House the first thing they’re going to do is impeach Donald Trump before he gets elected.”,false
“Something stinks” that Donald Trump won in several battleground states while Democrats won Senate or governor races in those states.,false
Video shows “drunk Nancy Pelosi.”,pants-fire
Video shows 8.0 magnitude earthquake in Oregon.,pants-fire
“Elon Musk: ‘I am officially buying McDonald’s.”,false
“Megyn Kelly and Candace Owens sign $700 million deal with CBS for morning show to compete with ‘The View.’”,false
Santiago Flight 513 “landed after 35 years with 92 skeletons on board!”,pants-fire
"Video shows floods in Valencia, Spain.",false
“Elon Musk unveils UFO fighter jet that defies physics.”,pants-fire
Elon Musk is releasing a low-cost house.,false
Photos show Keanu Reeves hawking T-shirts with political messages.,false
Green Party presidential nominee Jill Stein cost Democratic nominee Kamala Harris an election win in Wisconsin.,false
President-elect Donald Trump “has been to Epstein’s island”,false
“Elon Musk bans Stephen King permanently from platform X after he trolled the tech mogul.”,false
20 million Democratic votes “disappeared” in 2024.,pants-fire
Image shows Disney+ poster for new “Home Alone” sequel titled “Cabin Alone.”,false
"“Elon Musk: ‘Voy a lanzar la NUEVA casa de Tesla de 15,000 dólares en 2025’”.",false
"A CNN headline says “75,000 votes were write-ins for ‘Hawk Tuah’ and ‘Talk Tuah.’”",pants-fire
“CCTV captures the moment a Trump voter in (Wisconsin) is assaulted by two Kamala Harris thugs at a voting station.”,pants-fire
“I think they found a way to target Democratic districts and send millions of votes into a black hole. The numbers aren't adding up.”,pants-fire
“Riley Gaines criticizes Whoopi Goldberg on The View: ‘You’re a disgrace to real women!’”,false
"“Kamala Harris simuló una llamada con un votante, pero por error mostró que su telefono tenía abierta la cámara y en realidad no estaba hablando con nadie”.",false
A video of Vice President Kamala Harris talking to a voter on the phone is fake because the camera app was on while she was on the call.,false
The 2024 election results show that Joe Biden’s 80 million votes in 2020 were a “lie.”,pants-fire
"Vans filled with 50,000 ballots show up in Philadelphia during live MSNBC report.",false
Videos show President-elect Donald Trump promised to help Pakistan’s former prime minister Imran Khan get out of prison and retake power.,pants-fire
“Mark Cuban’s net worth takes a $1 billion hit after controversial endorsement” of Kamala Harris,false
Kamala Harris wants people to stop saying “Merry Christmas.”,false
Pacific Gas & Electric Co. deliberately shut off power “on Republican voters” in California on Election Day.,false
A video showing conversations about noncitizen voting outside a Philadelphia city commissioners' office is proof of “Pennsylvania election fraud.”,false
"""Informan que las boletas electorales de Ohio muestran el nombre de Donald Trump mal escrito"".",false
"“ICE officials have been ordered NOT to wear their uniforms or badges when they vote today"" so as not to intimidate noncitizens.",barely-true
Photo shows 2024 ballots cast for Republicans in North Carolina that a postal worker said he was going to make “disappear.”,false
Imagen muestra al expresidente Donald Trump y a su esposa Melania Trump votando en las elecciones de 2024.,false
“Melania Trump quietly endorses Kamala Harris for president.”,false
"""El Pentágono falló en enviar las boletas para el voto en ausencia al personal militar activo"".",false
“Homeland Security is having a cybersecurity drill on the same day as the election.”,false
A Melania Trump impostor accompanied former President Donald Trump to the polls Nov. 5.,false
Text message shows Turnout the Vote offering “$200 to vote for Kamala Harris.”,false
Nevada ballots “don’t even have to be postmarked to be counted” after the election.,false
"Says U.S. Rep. Jamie Raskin said, “Let folks cast their votes for Trump if that’s their choice. But mark my words, we won’t be certifying the election. He might win, but we’ll ensure he doesn’t step foot in the Oval Office.”",false
"A Nov. 5  ballot scanning error in Cambria County, Pennsylvania, shows ""the election steal is happening.""",false
Video shows Fox News contributors speculating about former President Donald Trump’s cognitive health.,false
“It’s now been confirmed by Dominion that their voting machines have a programming issue that will affect vote counts.”,false
"Former President Donald Trump posted on Truth Social, “I hate SNL.”",false
"A “ballot mule” was caught on camera Nov. 2 in Lincoln, Nebraska.",pants-fire
"""The Pentagon reportedly failed to send absentee ballots to active military service members before the election.”",false
Photo shows former President Donald Trump voting in the 2024 election in New York.,false
"Gwinnett County, Georgia, sheriff's office said white supremacists “are planning to attack” Black people “from now until the Inauguration.”",pants-fire
A photo shows actor Keanu Reeves holding an anti-Trump shirt.,false
Says Donald Trump Jr. “has a banner photo of Joe Biden being hung from a helicopter.”,false
"""Haitianos afirman haber llegado a EEUU hace solo 6 meses y ya tienen documentos de legalidad que les permite votar en Georgia"".",pants-fire
“Kari Lake is threatening Social Security and Medicare.”,half-true
“Elon Musk está trabajando en un robot diseñado para llevar un bebé durante nueve meses”.,false
“The United States Postal Service recently changed the delivery method of absentee mail-in ballots” to hide “the evidence of absentee mail-in ballot fraud.”,false
Photo shows Donald Trump statement condemning the Peanut the squirrel’s euthanasia,false
"If a ballot has a small dot in the box for Vice President Kamala Harris, “any other box filled in, will be void.”",false
An image shows CNN reporting that Vice President Kamala Harris has more votes than former President Donald Trump in Texas.,pants-fire
Este video muestra a un votante en Kentucky tratando de votar por el expresidente Donald Trump y la máquina de votación no le deja.,pants-fire
Michael Jordan endorsed Donald Trump for president in the 2024 election.,false
"Says Liz Cheney said, “Donald Trump is now literally threatening to have me killed. If you don’t want to live in a banana republic run by a senile man with some sort of Daffy Duck disease, vote for Kamala.”",false
"Former President Donald Trump posted on Truth Social and addressed claims about his use of a microphone, saying “I was pretending to eat a corn dog.”",false
Video shows Kamala Harris has a “drinking problem.”,pants-fire
The FBI seized a video of former Secretary of State Hillary Clinton killing a child at a Sean “Diddy” Combs party.,pants-fire
Dominion Voting Systems employee Eric Coomer told an Antifa meeting he “made sure” Donald Trump wouldn’t win.,false
“Joe Rogan says he will not be voting for Trump after having him on the podcast.”,false
Video shows the FBI reported that “three linked groups have been apprehended for rigging early voting by mail-in ballot.”,pants-fire
"Vice President Kamala Harris and husband Doug Emhoff received $500,000 for tipping off Sean “Diddy” Combs about police raids.",pants-fire
“I never mentioned” wanting to end the Affordable Care Act.,pants-fire
“The lady who leaked passwords for voting systems in Colorado is the same person who tried to remove Trump from the ballot.”,barely-true
“Ballots in Ohio are showing Trump’s name misspelled!”,false
Vice President Kamala Harris’ mother “worked the MK Ultra program” and was “involved in secret mind-control experiments.”,pants-fire
Video shows a ‘Democratic operative’ making credible allegations of fraud during the 2020 presidential election in Georgia.,false
"A video shows Haitians showing duplicate IDs, claiming they are voting for Vice President Kamala Harris in multiple Georgia counties.",pants-fire
Former President Donald Trump would “force states to monitor women's pregnancies.”,false
"Video shows “ballot mule in Northampton County, Pennsylvania, (dropping) off a large amount of ballots.”",pants-fire
Video shows “voting machines in Kentucky are not allowing voters to select” Donald Trump for president.,pants-fire
Video muestra que “‘votantes’ ilegales SE COLARON a LA FILA OTRA VEZ! En Pensilvania estado clave”.,false
Photos show “Trump funded signs with swastikas on them.”,false
Republican Senate candidate Sam Brown “wants to cut Medicaid and Social Security.”,half-true
"“As California attorney general, (Kamala Harris) redefined child sex trafficking, assault with a deadly weapon, and rape of an unconscious person as a totally nonviolent crime.”",false
"In Glynn County, Georgia, it was 'voter fraud' when poll workers found no record of a person who already voted.",false
"Data shows some voters cast multiple votes, meaning ""at least 164,568 illegal votes have been cast” in Michigan.",false
"U.S. Rep. Marjorie Taylor Greene said on X, “New York and California are absolutely flipping red.”",false
"Vice President Kamala Harris didn’t respond to questions about a cognitive test in a CBS News interview that aired Oct. 28, 2024.",false
An E. coli outbreak followed former President Donald Trump’s campaign stop at a Pennsylvania McDonald’s.,false
Photos show Vice President Kamala Harris when she was “a former call girl in California.”,pants-fire
Sen. Jon Tester “voted to let men compete against our girls in their sports.”,false
"El expresidente Donald Trump “se vistio de negro y dorado, colores del grupo Proud Boys” en mitín en el Madison Square Garden el 27 de octubre del 2024.",false
"""Right to Try"" experimental drug program saved ""thousands and thousands of lives.""",false
“I’ve not gotten a single call from the White House.”,barely-true
“Revolucionarios Comunistas de América” marcharon a favor de Kamala Harris.,pants-fire
Says opponent Eric Hovde “opposes efforts to negotiate with the big pharmaceutical companies to lower the price of prescription drugs.”,barely-true
"Video shows Kamala Harris saying, “Trump is literally Hitler,” on Joe Rogan’s podcast.",pants-fire
"""El fondo de innovación para la deuda americana está ayudando a los hispanoamericanos a borrar hasta $50,000 de deuda de tarjetas de crédito...para evitar otra recesión"".",false
"In Lancaster, Pa., “We caught them with 2,600 votes. We caught them cold, 2,600 votes. ... And every vote was written by the same person.""",false
Kamala Harris paid The Shade Room to interview her “for perceived support amongst black voters.”,false
Video shows “illegal ‘voters’ cutting the line” to vote in Pennsylvania.,false
"""AOC is worth 29 Million dollars! How did that happen, on $174,000 per year?""",pants-fire
Video shows people “marching in Puerto Rico” after former President Donald Trump’s Madison Square Garden rally.,false
"In Fordyce, Arkansas, voting machines changed votes from Republican to Democrat.",pants-fire
Says Eric Hovde “claims anyone who believes in transitioning to a clean energy economy is ‘smoking crack cocaine.’”,false
"“Feds RAID Jay Z & Beyonce Mansion After Diddy LINKS,” arrest couple.",false
A Montana Democratic operative was caught tampering with a ballot box.,false
A Pennsylvania TV station aired the 2024 presidential election results early.,half-true
"Former President Donald Trump wore “Proud Boy gang colors” Oct. 27, 2024, at Madison Square Garden.",false
Image shows an anti-Trump billboard outside Madison Square Garden.,false
"""The cocaine found in the White House was Kamala’s.”",false
“Kamala campaign photoshops her with a McDonald’s uniform!”,false
"At Vice President Kamala Harris’ Houston campaign rally, when an attendee had a medical emergency, none of the “abortion doctors” onstage helped.",false
Photos show federal authorities arrested and charged a clone instead of the real Sean “Diddy” Combs.,pants-fire
"""Nicki Minaj just endorsed Donald Trump for President.”",false
“Jacky Rosen voted to allow biological men to compete in women’s sports.”,false
"“In Montana, we cherish our public lands. But Tim Sheehy called to transfer them off, so the ultra-rich can buy them up.”",false
El expresidente Donald Trump dijo “ESTOY PIDIENDO LA PENA DE (MUERTE) PARA CUALQUIER MIGRANTE”.,false
"There are “180,000 registered new Amish voters in Lancaster, Pennsylvania.”",false
“Milwaukee is one of the sex trafficking capitals in our country.”,mostly-true
“Elon Musk launches new pregnancy robot.”,false
Vice Presidential nominee Tim Walz “says that if Democrats win they’ll make (U.S. Rep. Alexandria Ocasio-Cortez) speaker of the house.”,false
"""Circula este video de un hombre que rompe los votos para Donald Trump y guarda las de Kamala Harris”.",pants-fire
An old photo shows Kamala Harris in a McDonald’s uniform.,false
“Beyonce got paid $10 MILLION for her speech” at a Kamala Harris rally.,false
"Four Florida counties had “zero results” Oct. 26, and “something underhanded might be happening.”",false
Photo shows people lined up outside Madison Square Garden before an Oct. 27 rally by former President Donald Trump.,false
"Sen. Bob Casey ""has voted in lockstep with his liberal party to defund the police.""",false
“BREAKING: Lizzo charged the Harris-Walz campaign $2.3 million for a single appearance at a Detroit rally.”,false
“Ballots are not supposed to have fold lines or creases in the candidates name area” or it could invalidate your vote.,false
"Scott Lassiter “repeatedly campaigned to promote” North Carolina's “largest-ever” school funding cut, sending public school money to “unaccountable private schools” and ending science education.",false
"Video shows an election worker destroying mail ballots with votes for former President Donald Trump in Bucks County, Pennsylvania.",pants-fire
Kamala Harris’ statements about Trump invoking Adolf Hitler were based on a “debunked hoax from The Atlantic.”,false
"Kamala Harris ""proclaimed she would not accept the outcome of the election and has a team of lawyers ready to overturn them""",false
Kamala Harris imprisoned a woman for three years for praying.,false
“El gobernador de la Florida dice que por el momento va a pausar” la ley S.B. 1718 porque necesitan que los hispanos reconstruyan el estado tras la destrucción del huracán Milton.,false
"""The Defense Department, with the stroke of a pen, has quietly codified its right to deploy lethal force against its own citizens.”",false
El expresidente Donald Trump quiere eliminar la Ley del Cuidado de Salud a Bajo Precio.,half-true
“Land O Lakes has announced the return of the iconic squaw to its packaging.”,false
"""Ruben Gallego wanted to defund the police. He actually co-sponsored legislation to defund the police.”",false
"“The cheat has begun” because “Michigan, Georgia and Pennsylvania have officially announced that they will not have election results available on election night.”",false
The Biden-Harris administration “brought over” 10 million migrants who got 9 million jobs.,false
Ballot drop boxes 'were only used for a pandemic.',false
Vice President Kamala Harris has been “going so far as to call me Adolf Hitler.”,false
"Voting machines in Shelby County, Tennessee, are swapping votes from Kamala Harris to Donald Trump.",pants-fire
"“Schaumburg, Illinois not recording votes, just putting votes ‘in a box.’”",false
"""As of today, we have cut the flow of immigration by over half.""",true
"""Breaking: Voters in Tarrant County, Texas are reporting that the voting machines are flipping their votes from Trump to Kamala Harris.""",pants-fire
"“Elon Musk reportedly eyeing CNN acquisition: ‘I’ll fix the media, one network at a time.’”",false
“Elon Musk urges a boycott of ABC Network: ‘Let’s take them down!’”,false
Lt. Gen. H.R. McMaster was arrested “for aiding FEMA in deep state’s ‘eminent domain’ takeover of North Carolina.”,false
Michigan U.S. Senate candidate Mike Rogers “wants to cut Medicare and Social Security.”,false
Former President Donald Trump wants to take away the Affordable Care Act.,half-true
"""Se ha desaparecido el famoso Dr. Juan Rivera después de revelar este simple secreto de salud que podría dejar los hospitales vacíos"", la ashwagandha.",pants-fire
Says opponent Eric Hovde “supports a $4 trillion tax plan that would disproportionately advantage the well-off and profitable corporations”,mostly-true
A photo shows The Atlantic published a story headlined “Trump is Literally Hitler.”,false
"“Breaking news: Elon Musk endorses Caitlin Clark, will soon donate $10 million: ‘You are the pride of America, I support you.’”",false
Jussie Smollett is Kamala Harris’ nephew.,false
"""Reports from Whitfield County, GA that Dominion machines are flipping votes. This is exactly the kind of fraud we saw in 2020.""",pants-fire
“BREAKING: Diddy hospitalized after being jumped in prison.”,false
"“Liberal woman films herself eating dog food” because she said, “I’m eating dog food until Kamala is president.”",pants-fire
Michigan has “more registered voters than eligible citizens. This creates a huge risk of election fraud.”,false
Vice President Kamala Harris “wants struggling seniors to pay more Social Security taxes while she gives Medicare and Social Security to illegals.”,false
“Breaking: Florida Governor Ron DeSantis says Dominion voting systems will NOT operate in the state of Florida. ”,false
“We're bankrupting a lot of hospitals by forcing these hospitals  to provide care for people who don't have the legal right to be in our country.”,false
"“There was a bill to basically create a ban to make sure we never become a sanctuary state, that no locality passes those regulations, and (former Manchester Mayor Joyce Craig) opposed that bill.”",mostly-true
"Gubernatorial candidate Kelly Ayotte “has voted for national abortion bans, she has voted to defund Planned Parenthood, and she shepherded Neil Gorsuch through the Supreme Court process, and then celebrated when Roe v. Wade was overturned.”",half-true
"If an election worker writes anything on your ballot before you put it in the voting machine, “your ballot could be disqualified.”",false
The Oregon secretary of state “removed” former President Donald Trump and U.S. Sen. JD Vance from “the official state website.”,false
“Melania Trump declares that she wants a divorce.”,pants-fire
Donald Trump offered “food for everyone” at his McDonald’s press conference and then left without paying.,false
"To pay for extending the Trump tax cuts, Dave McCormick has “made clear he’ll slash your Medicare and Social Security, and cut Medicaid for nursing home care.”",false
Photo shows former President Donald Trump sitting on a black towel on “Fox & Friends” because “they don’t want him to stain the sofa.”,pants-fire
“Breaking news: Megyn Kelly calls for boycott of Taylor Swift after singer attends charity event in Gaza.”,false
Video shows “Karl Rove rallying support for Kamala Harris yesterday in Pennsylvania.”,false
A pro-Kamala Harris website shows she supports a mandatory gun buyback program.,false
“GA election official Gabriel Sterling says audits will take place after election day because it’s ‘nerve-racking’ to count ballots in front of poll watchers.”,false
"""Michael Jackson discovered alive at age 65” and will testify against Sean “Diddy” Combs.",pants-fire
"Former President Donald Trump posted on Truth Social and addressed claims of his “incontinence,” saying, “I don’t poop myself.”",false
Says opponent Eric Hovde “just proposed cutting Social Security by 28%.”,barely-true
Estas son imágenes del huracán Milton en Florida.,false
"As part of his “charitable donations,” in 1990 Donald Trump “chartered a private plane to get Nelson Mandela to America when the U.S. government wouldn't help.""",false
"There was an Oct. 17, 2024, hospital update about the health of Kate Middleton, Princess of Wales.",false
Kamala Harris “supports taxpayer-funded sex changes for prisoners and illegal aliens.”,mostly-true
"“About 400,000 manufacturing jobs in the state of Michigan will go away with EV mandates.”",false
The northern lights are proof of the sky “glowing with chemicals” sprayed in the sky.,false
"“Trump's convictions have all been overturned and he is getting his $500,000,000.00 back!”",false
Photo shows Vice President Kamala Harris and Sean “Diddy” Combs.,false
"“Elon Musk takes over Taylor Swift’s X account, causing her to lose 7 million followers and $100 million in brand deals.”",false
Arizona U.S. Senate candidate Kari Lake “was against” the child tax credit expansion “when the bill was on the floor.”,barely-true
"Vice President Kamala Harris commented on President Joe Biden’s “mental fitness,” saying, “he’s not stable” and “we should all be concerned.”",pants-fire
"Detroit’s Oct.15, 2024, absentee ballot return rate proves election fraud.",false
"Fox News reported Donald Trump donated $1,300 for hurricane relief.",false
"“Kamala Harris staged hurricane relief photo op with C-17, no supplies sent to victims.”",false
Screenshots of documents show a former student of Democratic vice presidential candidate Tim Walz has lodged sexual abuse allegations against him.,pants-fire
Elissa Slotkin “signed a secret agreement with a CCP-linked Chinese battery company.”,false
Says former President Donald Trump did not lose the 2020 election.,pants-fire
"Vice President Kamala Harris' plan “will raise taxes for the typical American family by an estimated $3,000.""",false
Says Donald Trump posted on Truth Social it “should be illegal” and is “election interference” for Barack Obama to criticize him.,false
CBS exposed “the fact” that Kamala Harris’ crowd sizes are inflated because her campaign bused hundreds of attendees to her New Hampshire rally.,barely-true
"The Sept. 10 presidential debate was edited to cut comments from Vice President Kamala Harris about “$6,400 relief checks.”",false
Journalist Bob Woodward posted on X that Donald Trump wears adult diapers.,pants-fire
“FEMA helicopters caught disrupting North Carolina supplies by using a ‘rotor wash’.”,false
La administración de Joe Biden tomó dinero de ayudas de FEMA para usarlo en inmigrantes.,pants-fire
Video shows former Vice President Mike Pence endorsing Vice President Kamala Harris and Minnesota Gov. Tim Walz.,false
Says former President Donald Trump posted on Truth Social that former President Barack Obama “was ashamed at how much better of a golfer that I am.”,pants-fire
"Says former President Donald Trump posted on Truth Social, “I hope that America obliterates Israel.”",false
La vicepresidenta Kamala Harris “usó el teleprompter para contestar las preguntas” de Univision.,false
"""The ERA could also mandate that schools allow biological males to compete in girls' sports.""",mostly-true
Video shows footage of Hurricane Milton in Florida.,false
“Wages adjusted for inflation were massively up under Donald Trump for Black men. … The (Black-white) wage gap in 2019 was actually shrinking under Donald Trump's administration.”,barely-true
Video clips show Hurricane Milton hitting Florida “with wind speed 185 mph as Category 5”,false
Photos show that Disney World was “destroyed by Hurricane Milton.”,false
"""Kid Rock heads to North Carolina with Millions in supplies. Taylor Swift Nowhere to be Found.”",false
“It has just come out that Democrats in Washington and the Democrat Governor’s Office of North Carolina (Roy Cooper) were blocking people and money from coming into North Carolina.”,pants-fire
“Hurricane Nadine” was on a path to hit Florida on Oct. 10.,false
Vice President Kamala Harris’ “60 Minutes” interview may be “a major Campaign Finance Violation.”,false
“Dave McCormick is fully against abortion.”,barely-true
Republican state Senate candidate Ashlee Adams “campaigned for Mark Robinson and his radical agenda.”,false
“Univision accidentally shows that Kamala Harris is reading from a teleprompter live on air.”,false
U.S. Sen. Sherrod Brown “supported allowing puberty blockers and sex-change surgeries for minor children.”,barely-true
2023 FEMA webinar shows the agency is prioritizing its relief efforts around LGBTQ+ people,false
North Carolina’s new voting rules in response to Hurricane Helene amount to “cheating” or “stealing.”,pants-fire
"The government gave $3,500 debit cards to immigrants while giving only $750 to Hurricane Helene victims.",false
"“Arizona was safe” when she moved to the state in 1994, but has become “unsafe.”",false
An image shows a child affected by recent hurricanes in the United States.,false
“We have cut the flow of fentanyl by half.”,false
“Hurricane Nadine was a catastrophic Category 5 hurricane that struck Central America and the Bahamas in October 2024.”,false
Minnesota Gov. Tim Walz gave a college football crowd “the bird.”,false
Says Minnesota Gov. Tim Walz was “banned from future games for flipping off the fans.”,pants-fire
Image shows the projected trajectory for a Hurricane Nadine is “the same path as Helene.”,false
Video shows “people attempting to flee Florida & Hurricane Milton.”,false
“Two weeks ago 100 GOP lawmakers voted against additional FEMA funding.”,half-true
"Says Democratic opponent Tammy Baldwin ""gave stimulus checks to illegals.""",false
Patents dating back to the 1800s show that people can control the weather.,pants-fire
U.S. Sen. Sherrod Brown voted to “allow transgender biological men to compete in girls’ sports.”,false
"""Los 750 dólares que nuestra generosa administración ha ofrecido a las víctimas del huracán Helene son un PRÉSTAMO! Tienen un año para devolverlo"".",pants-fire
"""Teachers and nurses and firefighters are paying a higher tax rate than billionaires and the biggest corporations.""",barely-true
“Taylor Swift blames Instagram for losing millions of followers after Harris endorsement: ‘It must be a glitch!”,false
“FEMA is supposed to help out white people last for the purpose of ‘equity.’ … It’s literally on the FEMA website.”,pants-fire
“They create hurricanes via cloud seeding” and “direct them where they want the Hurricane to go!”,pants-fire
"Says Wisconsin GOP U.S. Senate candidate Eric Hovde ""brags about being in the 1%.""",mostly-true
The U.S. government is offering Americans loans to pay for flights out of Lebanon while they have been flying Israeli citizens out of Israel on chartered flights for a year “on our dime.”,false
A Republican representative posted a response to the vice presidential debate before it happened.,false
Hurricane Milton is part of Tampa’s plan to become a “15-minute city.”,false
“FEMA is closing roads and bridges and causing gridlock traffic during evacuations from Hurricane Milton.”,false
Taylor Swift “admits to having done immoral things with Diddy in the past to gain fame.”,pants-fire
“Taylor Swift’s manager confirms: ‘Ticket sales are dead after Harris endorsement backlash.”,false
"Hurricane Milton article is evidence they ""control and plan these storms.""",false
Alexa’s answers to questions about Hurricane Helene prove the storm was “artificially created” or the result of “cloud seeding”,false
Video shows “geoengineering happening” as Hurricane Milton approaches Florida.,pants-fire
"Of Gaza, “I’ve been there.”",false
"""We now have historic low unemployment in America among all groups of people.""",half-true
The Biden administration stole $1 billion “from FEMA to use it for illegal migrants. … And FEMA is now busted. They don’t have any money.”,pants-fire
“Taylor Swift’s concert tickets” fell to $75 after she endorsed Kamala Harris,false
"La vicepresidenta Kamala Harris ofrece ""solo $750 para los norteamericanos qué perdieron todo con el Huracan"" Helene.",false
"FEMA, FAA are “blocking” delivery of Starlink devices and supplies to North Carolina’s hurricane-hit areas.",false
Hurricane Helene was planned to seize land in North Carolina for lithium mining.,pants-fire
"""FEMA is out of money and doesn't have money to transfer to those people affected by the hurricane ... they used the money to assist illegal immigrants.""",false
"“Out of the 28 North Carolina counties destroyed by Hurricane Helene, 26 of them supported President Trump in the 2020 election … If you’re wondering why the government hasn’t helped these people, now you know why.”",false
"Video shows Oct. 6, 2024, fires in Beirut caused by Israeli airstrikes.",false
"“Kamala Harris permitió la entrada a Estados Unidos de 13.000 extranjeros ilegales condenados por asesinato"".",false
FEMA “blocked a runway” at a South Carolina airport and “halted” hurricane relief flights.,false
Dockworkers went on strike because “they hear screaming children inside shipping containers!”,false
"“Breaking: Kansas City Chiefs refuse to host a Pride Night, ‘It’s woke agenda’”",false
"When New Hampshire gubernatorial nominee Kelly Ayotte served on two companies’ boards, one “laid off 18,000 workers” and the other “laid off 1,200 American workers, moving jobs overseas.”",half-true
"In Manchester, N.H., gubernatorial candidate Joyce Craig “pushed for a city sales tax. Then, Joyce Craig overrode the tax cap and tried to raise taxes six times.”",half-true
Video shows a missile strike on Israel.,false
The Federal Emergency Management Agency “is confiscating supplies and donations!”,false
"“The $750 from FEMA that Kamala Harris is offering them is actually a loan, not real relief. And that if they don’t pay it back the feds can seize their property.”",pants-fire
"""Missouri registered 78,421 in just one week of February of this year. Out of that number, 23,253 were dead people!""",false
"With U.S. Customs and Border Protection’s CBP One app, it “takes less than 5 minutes and zero documentation to get approved as an illegal immigrant and be flown to the United States with air tickets paid for by the American taxpayer.”",false
"Vice President Kamala Harris' comments in Augusta, Georgia, show the Biden administration is offering Hurricane Helene victims only $750 in relief.",false
"North Carolina removed 747,000 voters from the voter rolls to try to “steal the election.”",false
U.S. Transportation Secretary Pete Buttigieg banned private drones from flying over areas affected by Hurricane Helene.,barely-true
"Imágenes en este video de un tobogán inflable volando son de la ""tormenta tropical helena en Florida EEUU"".",false
"""Elon Musk Declares: ‘Pride flags should be banned from classrooms, forever!’""",false
"Imágenes en este video son del ""Huracan helen en la Florida"".",false
Project 2025 would “cut” the Federal Emergency Management Agency and “kill federal-backed flood insurance.”,true
Kamala Harris campaign ad “features a mother expressing regret for not having an abortion.”,pants-fire
“Breaking: Pete Buttigieg reveals that he is HIV-positive.”,pants-fire
"Says Elon Musk said on X, “Go to my crypto project.”",false
"Rep. Ruben Gallego is “controlled by the cartels. His own father was a Colombian drug trafficker, and so he’s got links to the cartel.”",pants-fire
"Says immigrants with temporary protections in Springfield, Ohio, are “illegal immigrants.”",false
Video shows an Iranian missile attack.,pants-fire
"Photo shows Gatlinburg, Tennessee, flooded on Sept. 30, 2024.",false
Sean “Diddy” Combs wrote the book “The Adrenochrome Witch.”,false
"Says opponent Sen. Tammy Baldwin “gave our taxpayer money to a transgender-affirming clinic … that does it without even telling parents.""",false
Video shows “FBI finds human remains at a McDonald’s meat supplier.”,pants-fire
Video shows Sean “Diddy” Combs speaking “from prison.”,false
“Weatherman loses it live on air” during broadcast about Hurricane Helene.,false
Image shows a photo of former President Donald Trump wading through floodwater after Hurricane Helene.,false
"Kamala Harris ""let in the 13,099 convicted murderers and opposes all efforts to find them and to remove them.""",false
“Georgia coach Kirby Smart's family ends relationship with Taylor Swift: ‘We do not support her endorsement.’”,false
“TD Jakes MYSTERIOUSLY VANISHES: The search for the renowned bishop begins!”,false
A biolab caught fire in Georgia right before the 2024 election.,false
Vice President Kamala Harris “even wants to legalize fentanyl.”,false
"Laurie Buckhout is “trying to get to Congress to pass a national abortion ban, allowing politicians to ban abortions with no exceptions and prosecute women if they get an abortion, treating women right here like criminals.”",barely-true
